Column A,Column B,Column C,Column D,Column E,Column F,Column G,Column H,Column I,Column J,Column K,Column L,Column M,Column N,Column O,Column P,Column Q,Column R,Column S
Nominal A.4,Nominal B.5,Nominal C.2,3,7/9/19,-0.948537119,,TRUE,0.64180233,898217,570771,774438,,,27.80732745,,0.514221078,0.89081636,
Nominal A.4,Nominal B.4,Nominal C.3,3,10/10/22,0.744802105,Ordinal G.5,FALSE,,687022,212695,690682,,,37.57137859,Nominal P.4,0.282687222,0.044481835,2
Nominal A.5,Nominal B.6,Nominal C.1,6,12/20/16,,Ordinal G.2,FALSE,0.15039951,,518436,556438,,,6.919296064,Nominal P.6,0.693001668,,4
Nominal A.5,Nominal B.5,Nominal C.1,9,11/8/18,-6.825806248,,TRUE,0.782192825,,927383,905494,Ordinal M.3,FALSE,14.50673888,Nominal P.6,0.342929657,0.509311085,6
Nominal A.1,Nominal B.5,Nominal C.1,2,6/14/17,,Ordinal G.4,FALSE,,502109,445242,117589,Ordinal M.4,TRUE,20.59461968,,0.721461837,0.720494341,
Nominal A.4,Nominal B.7,Nominal C.2,6,8/17/21,,,FALSE,0.097963691,885955,885202,225785,,,3.658988329,Nominal P.6,0.481961194,0.49554778,0
Nominal A.2,Nominal B.2,Nominal C.1,8,3/24/16,-1.340377153,Ordinal G.8,TRUE,0.72159471,371819,711133,29737,,,4.880026792,,0.460339037,0.286110289,4
Nominal A.2,Nominal B.2,Nominal C.3,6,9/20/17,-1.223272173,Ordinal G.5,FALSE,0.624449773,680571,,761885,,TRUE,40.9704059,Nominal P.1,0.104852623,0.729637835,
Nominal A.2,Nominal B.6,Nominal C.1,0,8/24/23,-8.713462748,Ordinal G.7,TRUE,0.594125473,,394123,633340,,FALSE,,Nominal P.2,0.447564878,0.596071991,0
Nominal A.1,Nominal B.5,Nominal C.3,8,8/1/23,-4.238089876,Ordinal G.6,FALSE,,457717,,123878,,TRUE,39.22133226,Nominal P.3,0.084492009,0.706104684,7
Nominal A.3,,Nominal C.3,9,3/20/21,-5.635657469,,TRUE,0.448606103,740532,580396,6889,Ordinal M.4,,5.863186004,,0.785460889,,
Nominal A.2,Nominal B.7,Nominal C.1,6,12/12/19,0.31605847,,TRUE,,162127,591295,943625,,,45.73817669,Nominal P.1,0.434817457,0.995203712,9
Nominal A.4,Nominal B.5,Nominal C.2,1,10/31/17,-3.094753219,Ordinal G.4,TRUE,0.205639973,960254,990112,619269,,,36.23730767,,0.818230644,0.79278417,3
Nominal A.4,Nominal B.6,Nominal C.1,2,8/28/18,-1.911479494,Ordinal G.1,FALSE,,388647,,417499,Ordinal M.3,FALSE,45.34487894,,0.101213622,,
Nominal A.4,,Nominal C.1,1,4/23/22,-3.322560107,Ordinal G.3,FALSE,0.371393882,656949,574434,222331,,TRUE,,Nominal P.6,0.548274092,0.823625897,
Nominal A.3,Nominal B.2,Nominal C.3,3,10/16/19,-0.944209431,,TRUE,,818823,84809,374978,,,,,0.336160824,0.615273677,
Nominal A.3,Nominal B.5,Nominal C.2,6,12/17/21,,Ordinal G.8,TRUE,0.939315275,659933,835588,,,,,Nominal P.1,0.671715131,,6
Nominal A.2,Nominal B.4,Nominal C.2,7,6/2/17,,Ordinal G.5,FALSE,,850871,322038,,Ordinal M.3,,29.96563908,Nominal P.5,0.432070247,,6
Nominal A.1,Nominal B.3,Nominal C.2,9,9/23/23,4.339037286,,FALSE,,590846,643236,172147,,FALSE,,,0.257813434,0.230027819,
Nominal A.1,Nominal B.2,Nominal C.1,5,1/13/22,,Ordinal G.1,FALSE,,846917,301559,191903,,,39.63183345,,0.901674302,0.447644846,
Nominal A.1,Nominal B.2,Nominal C.1,8,11/8/20,-8.604866067,Ordinal G.6,FALSE,,,,290555,Ordinal M.3,FALSE,28.58063643,,0.109039933,0.046012043,3
Nominal A.4,Nominal B.7,Nominal C.3,3,5/29/19,-8.947441741,,FALSE,0.375521497,854373,696693,943846,Ordinal M.3,,21.91834445,Nominal P.3,0.619788492,0.656921041,7
Nominal A.3,Nominal B.7,Nominal C.1,7,1/13/20,,,FALSE,0.646906676,594412,,352883,,TRUE,,Nominal P.5,0.261376339,0.786667776,6
Nominal A.2,Nominal B.7,Nominal C.3,6,8/9/22,-6.69159895,Ordinal G.6,FALSE,0.724916534,71612,108797,724594,,TRUE,3.087161043,Nominal P.4,0.418415284,0.168258924,9
Nominal A.1,Nominal B.1,Nominal C.2,8,5/29/18,8.327297695,,FALSE,0.213766872,557410,564,365694,,FALSE,,,0.421100002,0.164051009,
Nominal A.5,Nominal B.6,Nominal C.2,7,10/18/17,-2.127471944,Ordinal G.3,FALSE,,203315,539103,741492,Ordinal M.1,,23.63949808,Nominal P.2,0.218951323,0.784543071,
Nominal A.5,Nominal B.5,Nominal C.1,4,6/29/20,5.251706928,Ordinal G.5,FALSE,0.552775092,114025,,189845,Ordinal M.3,FALSE,10.28890287,Nominal P.4,0.340419438,0.988940344,
Nominal A.1,,Nominal C.1,3,3/16/20,-9.312180223,Ordinal G.8,TRUE,0.967244651,609668,360706,954965,Ordinal M.3,,30.16351467,,0.705838674,,
Nominal A.1,Nominal B.7,Nominal C.3,6,7/25/16,6.871666754,Ordinal G.3,FALSE,0.780317031,,663778,731983,Ordinal M.1,,0.556165068,,0.334717652,0.33583314,0
Nominal A.3,Nominal B.6,Nominal C.1,9,7/3/20,,Ordinal G.4,FALSE,0.773609521,294581,918304,82643,,,28.65077955,Nominal P.3,0.518724504,0.350117151,
Nominal A.5,,Nominal C.3,8,6/28/21,-7.975452089,,FALSE,0.338487612,16721,,393705,,FALSE,31.84440594,,0.630718314,0.554353909,6
Nominal A.2,Nominal B.3,Nominal C.1,2,5/2/19,3.467774621,,FALSE,,,318950,452326,,TRUE,36.27182719,Nominal P.5,0.189919324,0.033015124,6
Nominal A.4,Nominal B.6,Nominal C.1,2,1/5/20,,,FALSE,,16887,630315,867494,,,5.821629403,Nominal P.4,0.102107865,,
Nominal A.2,Nominal B.7,Nominal C.3,0,2/15/19,-4.422629955,,TRUE,,664109,,6340,,,42.9263431,Nominal P.2,0.942331662,,
Nominal A.5,Nominal B.5,Nominal C.3,2,7/7/19,2.895874977,Ordinal G.3,FALSE,0.061996986,,961743,554957,,FALSE,46.61357211,,0.869406358,0.856633907,3
Nominal A.2,Nominal B.7,Nominal C.2,8,9/25/18,0.559476442,,FALSE,0.085396245,632672,221998,760684,,,46.55945548,Nominal P.4,0.373116792,,1
Nominal A.4,Nominal B.7,Nominal C.2,0,12/16/21,-1.183445991,Ordinal G.7,FALSE,,365546,,269238,,,14.73454147,Nominal P.1,0.91219383,0.596799489,
Nominal A.3,Nominal B.5,Nominal C.3,9,12/24/18,,Ordinal G.4,FALSE,0.760888891,672002,,162488,Ordinal M.3,TRUE,31.18933356,Nominal P.5,0.974345877,0.391079581,6
Nominal A.1,,Nominal C.1,0,3/5/19,-2.221516809,Ordinal G.7,FALSE,0.831124276,357931,605908,676925,,FALSE,8.124230177,,0.355303589,,1
Nominal A.1,Nominal B.7,Nominal C.1,8,6/12/17,5.827060502,,FALSE,0.736870723,,,413142,,TRUE,10.02543891,,0.25094003,0.633480911,
Nominal A.3,Nominal B.4,Nominal C.1,3,9/25/18,,,FALSE,,817390,779728,599248,Ordinal M.3,,,Nominal P.2,0.085025541,,
Nominal A.5,Nominal B.2,Nominal C.1,7,6/30/20,-7.402369844,,FALSE,0.675341342,322405,,317413,,TRUE,28.89831148,Nominal P.3,,0.787994278,
Nominal A.5,Nominal B.5,Nominal C.1,9,9/9/17,,Ordinal G.5,TRUE,,119321,687685,933059,Ordinal M.3,,,Nominal P.3,0.386963187,0.450620538,
Nominal A.1,Nominal B.1,Nominal C.1,0,4/12/23,2.550539063,,TRUE,0.086190159,934704,,869438,,,38.15688424,Nominal P.5,,0.574103058,7
Nominal A.1,Nominal B.1,Nominal C.2,8,5/23/23,,,FALSE,0.103886188,,191203,801961,,TRUE,,Nominal P.1,0.682684398,0.890342773,
Nominal A.5,Nominal B.2,Nominal C.3,6,5/3/18,-8.727898042,Ordinal G.8,FALSE,0.633796738,457239,,298712,Ordinal M.2,,5.204025537,,0.25127282,0.131168842,0
Nominal A.3,Nominal B.2,Nominal C.3,0,1/14/22,,Ordinal G.7,FALSE,0.368932611,,222722,500822,,TRUE,12.20249073,,0.947617094,,6
Nominal A.3,Nominal B.7,Nominal C.2,8,12/3/20,5.811798043,,FALSE,0.133315002,847931,194994,355688,,,25.5388267,Nominal P.5,0.18988055,0.004506248,
Nominal A.5,Nominal B.2,Nominal C.3,9,6/14/23,-1.890959066,,FALSE,,,884901,12314,,FALSE,,Nominal P.3,0.786515919,,
Nominal A.3,Nominal B.5,Nominal C.3,6,2/23/17,,,FALSE,0.707195003,632309,757570,,Ordinal M.4,,,Nominal P.2,0.663683888,0.635037319,
Nominal A.3,Nominal B.4,Nominal C.1,4,10/30/20,-9.36692891,,TRUE,0.036258733,533281,892842,662808,,,,Nominal P.3,0.17926582,,2
Nominal A.5,Nominal B.6,Nominal C.2,2,11/19/17,-9.574181458,,FALSE,,65781,706873,453125,Ordinal M.2,FALSE,27.02332885,Nominal P.2,0.504462643,0.123453245,9
Nominal A.3,Nominal B.6,Nominal C.1,4,12/27/21,-0.54328751,Ordinal G.6,FALSE,,888023,,464947,,FALSE,,Nominal P.6,0.422594993,,9
Nominal A.3,Nominal B.1,Nominal C.3,0,7/18/19,2.889354012,Ordinal G.5,FALSE,,344327,8112,388735,,TRUE,7.236174933,Nominal P.5,0.397300926,,5
Nominal A.5,,Nominal C.3,9,3/30/16,-7.403225071,Ordinal G.3,FALSE,,454182,519248,,,FALSE,6.569863316,Nominal P.2,0.053147077,0.837362214,
Nominal A.3,Nominal B.6,Nominal C.2,4,12/23/20,,Ordinal G.1,FALSE,0.49889186,,773946,112496,Ordinal M.2,TRUE,,Nominal P.1,0.932603308,0.798792689,1
Nominal A.4,Nominal B.4,Nominal C.1,0,11/22/16,-0.379648201,Ordinal G.6,FALSE,0.361106646,105513,,831169,Ordinal M.1,,,Nominal P.4,0.216192355,,
Nominal A.3,Nominal B.4,Nominal C.3,2,8/14/18,,,FALSE,0.465830957,45423,126828,795645,,,36.08292537,,0.863674606,,9
Nominal A.3,Nominal B.1,Nominal C.3,2,11/9/17,-8.732061448,,FALSE,,489290,227749,728344,,TRUE,34.00013439,,0.103125268,,
Nominal A.5,Nominal B.5,Nominal C.3,8,7/16/16,1.96307429,Ordinal G.4,FALSE,,309617,849148,932323,,FALSE,2.845775766,Nominal P.5,0.074697793,0.153071777,8
Nominal A.1,Nominal B.2,Nominal C.3,0,5/24/17,-1.544787065,,TRUE,,403236,,873405,,FALSE,43.88555785,Nominal P.3,0.272970772,0.147978039,
Nominal A.4,Nominal B.4,Nominal C.3,6,11/20/22,4.785016393,,FALSE,0.254866817,286854,357414,588382,,,,Nominal P.3,0.733320697,,8
Nominal A.1,Nominal B.3,Nominal C.3,1,8/26/23,,Ordinal G.2,FALSE,0.610586769,299154,,,Ordinal M.1,,47.26704907,,0.455391861,,6
Nominal A.3,Nominal B.6,Nominal C.3,4,9/8/18,-1.676558145,Ordinal G.1,FALSE,0.304748923,494426,,353511,,,47.37656161,,,0.106123118,2
Nominal A.3,Nominal B.7,Nominal C.2,3,6/27/21,-2.671736013,Ordinal G.5,FALSE,0.484197185,179119,540527,572202,,FALSE,24.21877487,Nominal P.1,0.11827096,0.215746183,5
Nominal A.2,Nominal B.5,Nominal C.2,0,7/30/17,-2.206766724,Ordinal G.1,FALSE,0.932821125,585580,898705,,Ordinal M.1,TRUE,,Nominal P.4,0.147179725,0.314527787,3
Nominal A.2,Nominal B.5,Nominal C.3,8,4/26/21,-7.839582892,Ordinal G.3,FALSE,0.251293248,649469,566608,612495,,,31.0154385,Nominal P.3,0.306178758,0.381359108,5
Nominal A.4,Nominal B.6,Nominal C.1,5,6/11/18,,,FALSE,,410885,880370,390553,,FALSE,48.04262202,,0.774511581,0.74983211,0
Nominal A.4,Nominal B.7,Nominal C.1,9,10/31/22,-1.013606482,Ordinal G.8,FALSE,0.590365795,208733,98756,25353,,TRUE,21.36042502,Nominal P.3,0.396916662,,9
Nominal A.3,Nominal B.6,Nominal C.2,2,12/28/19,9.013145762,Ordinal G.5,TRUE,,468382,,,Ordinal M.2,FALSE,37.30476574,Nominal P.2,0.204293813,0.304426623,8
Nominal A.2,Nominal B.3,Nominal C.2,0,2/17/17,4.589925456,Ordinal G.5,FALSE,0.011426542,57646,612864,631429,Ordinal M.3,,30.35501504,Nominal P.4,0.689447955,0.830443372,
Nominal A.2,Nominal B.7,Nominal C.2,4,12/23/19,,Ordinal G.6,FALSE,0.982433906,818407,954801,370220,Ordinal M.3,,,Nominal P.4,0.770283271,0.744545778,4
Nominal A.3,Nominal B.5,Nominal C.2,1,5/11/18,6.307263907,Ordinal G.8,TRUE,0.3086087,321742,,946465,Ordinal M.2,TRUE,12.15265225,Nominal P.3,0.939064892,0.912547269,
Nominal A.4,Nominal B.7,Nominal C.1,5,3/26/21,,Ordinal G.3,FALSE,0.332042306,686693,411706,414398,,,29.7747776,,0.254343139,0.440438092,6
Nominal A.5,Nominal B.2,Nominal C.3,2,1/30/20,0.898303263,Ordinal G.7,FALSE,0.955046251,,709819,873356,,TRUE,36.0391118,Nominal P.2,0.252382159,0.393754926,2
Nominal A.3,Nominal B.2,Nominal C.1,2,11/20/21,,Ordinal G.3,FALSE,0.235851481,304774,463243,755796,,,10.10560583,Nominal P.1,0.686111068,0.784536688,
Nominal A.1,Nominal B.2,Nominal C.1,8,4/25/23,,Ordinal G.1,FALSE,,104601,,810546,,,1.083819222,Nominal P.1,0.280192047,0.226532634,
Nominal A.4,Nominal B.3,Nominal C.3,7,4/8/17,8.627500269,Ordinal G.8,FALSE,,41726,193304,893486,Ordinal M.2,,2.574458544,,,0.492273056,7
Nominal A.1,Nominal B.5,Nominal C.3,4,11/14/21,,Ordinal G.8,FALSE,0.918844147,899264,134000,985491,,,17.7166027,Nominal P.4,0.496907771,0.310795453,
Nominal A.3,Nominal B.1,Nominal C.1,3,8/2/19,1.367178833,Ordinal G.1,FALSE,,737904,259165,688052,,,30.74419246,,0.812255818,0.329497414,4
Nominal A.2,Nominal B.7,Nominal C.1,0,6/22/19,-6.215373509,Ordinal G.3,FALSE,0.324989646,873714,,,,,30.62839128,Nominal P.6,0.467186493,0.712280617,
Nominal A.5,Nominal B.2,Nominal C.2,8,10/10/16,-7.505498312,Ordinal G.1,TRUE,,35178,994970,373902,Ordinal M.3,TRUE,22.62992715,Nominal P.1,0.428869905,0.17912559,
Nominal A.1,Nominal B.7,Nominal C.3,7,6/27/17,,Ordinal G.8,FALSE,0.728395438,,857230,885009,,FALSE,30.88390463,Nominal P.6,0.910596095,,4
Nominal A.4,Nominal B.6,Nominal C.3,2,8/6/16,-5.241784422,Ordinal G.1,FALSE,0.629630281,,695951,32938,,,28.75604843,Nominal P.4,,,5
Nominal A.2,Nominal B.1,Nominal C.3,0,11/1/18,-7.911640577,,TRUE,0.190340424,281307,861900,966485,Ordinal M.3,FALSE,,Nominal P.2,0.70771672,0.594107227,9
Nominal A.1,Nominal B.3,Nominal C.2,7,1/8/16,-7.364831744,Ordinal G.1,TRUE,0.702397363,224847,212242,799542,,,,Nominal P.6,0.702406612,0.815281796,1
Nominal A.1,Nominal B.3,Nominal C.3,0,4/1/16,-6.215312724,Ordinal G.1,FALSE,,,,831357,Ordinal M.2,,,,0.523341807,0.168376424,2
Nominal A.1,Nominal B.4,Nominal C.3,8,5/21/20,-7.985636537,Ordinal G.5,FALSE,0.357615926,,368531,753228,,,9.144111839,,0.657382401,,7
Nominal A.4,Nominal B.3,Nominal C.3,6,10/11/18,-6.249748277,,FALSE,0.244173209,479545,272361,228674,Ordinal M.4,TRUE,15.64628559,Nominal P.4,,,
Nominal A.5,Nominal B.4,Nominal C.2,7,7/2/22,-0.397109428,,FALSE,,238312,465091,822331,Ordinal M.1,FALSE,,,0.737147227,,4
Nominal A.5,Nominal B.6,Nominal C.2,9,9/27/17,-7.427046133,Ordinal G.3,TRUE,0.769870597,293232,762563,968382,,FALSE,,Nominal P.1,0.869157613,0.716800081,3
Nominal A.5,Nominal B.6,Nominal C.3,0,11/13/22,6.285026857,,TRUE,0.941450372,205527,,24492,,,26.96844377,Nominal P.6,0.820699663,0.441102274,9
Nominal A.2,Nominal B.7,Nominal C.1,8,6/24/18,-6.56365848,Ordinal G.5,FALSE,0.914378693,658019,375001,114282,,TRUE,37.58093526,,0.47048718,,9
Nominal A.3,,Nominal C.3,6,2/27/22,-1.340237148,Ordinal G.4,FALSE,,572899,,19194,,,45.17488839,,0.14349839,0.838489779,
Nominal A.3,Nominal B.2,Nominal C.1,5,4/26/22,-0.333174837,Ordinal G.3,TRUE,0.13362044,,,282279,Ordinal M.4,,,Nominal P.6,0.154548493,0.781041942,2
Nominal A.4,Nominal B.5,Nominal C.1,9,12/29/16,-1.922329678,Ordinal G.5,FALSE,0.710802611,646100,57950,,,,34.62426649,,0.343818054,0.3945503,8
Nominal A.2,Nominal B.4,Nominal C.3,0,5/10/23,-9.947318902,,FALSE,0.624978313,481404,988242,191214,,TRUE,45.10280738,,0.750270976,0.758295819,
Nominal A.2,Nominal B.4,Nominal C.3,1,9/8/22,-6.484193296,Ordinal G.6,TRUE,,899102,877457,,Ordinal M.2,TRUE,36.78318462,Nominal P.4,0.745653165,0.513298836,2
Nominal A.1,Nominal B.4,Nominal C.2,1,10/5/20,-2.395751475,,FALSE,0.480219611,,,649425,Ordinal M.1,,5.569513539,,0.035083737,0.754361782,5
Nominal A.1,Nominal B.1,Nominal C.1,2,8/1/17,-1.494796059,Ordinal G.6,FALSE,,819917,,452249,Ordinal M.3,,,,0.636992322,0.015359582,
Nominal A.5,Nominal B.3,Nominal C.1,2,4/15/23,-4.576113616,Ordinal G.3,TRUE,,559237,594269,200197,,TRUE,33.18418172,Nominal P.5,0.16121268,0.872375173,8
Nominal A.4,Nominal B.4,Nominal C.2,7,12/10/19,,Ordinal G.5,FALSE,0.446861806,,,539928,Ordinal M.4,,35.57712136,Nominal P.6,0.116065687,0.482873373,2
Nominal A.1,Nominal B.1,Nominal C.2,2,9/15/17,2.222851553,Ordinal G.7,TRUE,,774400,950612,12555,,TRUE,22.25391288,Nominal P.2,0.641145316,0.188541027,2
Nominal A.4,Nominal B.2,Nominal C.1,1,2/9/22,7.805822038,Ordinal G.4,FALSE,,,,,,FALSE,,Nominal P.5,0.246004757,0.919604635,0
Nominal A.3,,Nominal C.1,6,3/31/19,6.294765301,,FALSE,,,579962,201626,,FALSE,12.72905225,Nominal P.3,0.252177439,0.361452101,9
Nominal A.1,Nominal B.4,Nominal C.1,4,9/29/17,5.125339604,,FALSE,,644420,894708,933044,Ordinal M.2,TRUE,19.77947712,,0.040071072,0.241135688,0
Nominal A.3,Nominal B.7,Nominal C.1,4,3/26/17,0.775599206,Ordinal G.6,FALSE,,130471,977711,503371,,FALSE,,Nominal P.6,0.975788621,0.514244882,7
Nominal A.5,Nominal B.3,Nominal C.3,3,5/13/21,-6.452442253,,FALSE,,143078,812302,,,,,Nominal P.2,0.580128533,,
Nominal A.4,Nominal B.3,Nominal C.3,0,5/19/21,4.702345602,Ordinal G.1,TRUE,0.139330731,916787,,700307,,,44.49591675,Nominal P.1,0.715728914,,0
Nominal A.2,Nominal B.4,Nominal C.1,6,1/6/19,2.127278331,Ordinal G.1,FALSE,0.324003664,951235,907068,106428,,,,Nominal P.4,0.403912643,0.646383507,
Nominal A.1,Nominal B.1,Nominal C.3,3,1/28/20,2.714174159,Ordinal G.7,FALSE,0.065878235,565840,,918383,,FALSE,,,0.082531237,,1
Nominal A.2,Nominal B.5,Nominal C.3,5,6/28/20,-9.182475115,,TRUE,,155497,723785,,Ordinal M.2,TRUE,,Nominal P.3,0.846037656,,
Nominal A.2,Nominal B.1,Nominal C.2,2,7/27/22,6.491621663,,TRUE,0.61437356,373184,995197,690155,,TRUE,34.23360483,Nominal P.4,0.286710458,0.125411017,
Nominal A.5,,Nominal C.2,7,12/20/21,,Ordinal G.2,TRUE,0.368345928,957044,,263081,,,,Nominal P.5,0.58862035,0.478289572,9
Nominal A.3,Nominal B.5,Nominal C.1,8,12/12/23,4.860388133,Ordinal G.5,FALSE,0.546008244,,878771,696509,,,6.012360706,Nominal P.5,,,4
Nominal A.5,Nominal B.4,Nominal C.2,4,2/23/22,6.518104447,Ordinal G.5,TRUE,,795723,914713,138311,,,3.908975146,,0.247343605,0.14001604,
Nominal A.3,Nominal B.3,Nominal C.3,9,11/27/22,4.020389479,Ordinal G.1,FALSE,0.043685394,843324,303414,,Ordinal M.2,,7.781608862,Nominal P.5,,0.609531488,9
Nominal A.4,Nominal B.1,Nominal C.2,8,11/21/16,8.834188153,Ordinal G.4,TRUE,,417116,761756,86922,Ordinal M.2,FALSE,14.11279559,,0.950163287,0.396338153,2
Nominal A.4,Nominal B.2,Nominal C.1,2,11/13/23,-9.953222062,,TRUE,0.949086121,85580,,138670,Ordinal M.1,,44.81294169,,0.519363248,0.702682461,4
Nominal A.2,,Nominal C.2,6,10/16/23,5.609497965,Ordinal G.3,FALSE,0.605548051,474298,358852,,Ordinal M.1,,,,0.206431467,0.430187941,
Nominal A.3,Nominal B.3,Nominal C.2,6,5/13/16,,Ordinal G.3,FALSE,0.635208405,990927,,218995,Ordinal M.1,,30.170651,Nominal P.1,0.0776096,0.816740477,0
Nominal A.4,Nominal B.7,Nominal C.2,5,10/1/18,,,FALSE,,477152,289750,595162,,,33.5584316,Nominal P.5,0.480192064,0.023954734,5
Nominal A.1,Nominal B.1,Nominal C.1,8,5/9/20,,Ordinal G.1,TRUE,0.731550358,209096,692126,133957,Ordinal M.3,TRUE,,Nominal P.4,0.460095613,0.960900604,
Nominal A.2,Nominal B.7,Nominal C.1,4,1/12/16,-1.08938282,,FALSE,,447378,515986,762923,,,33.51618161,Nominal P.5,0.614561425,,4
Nominal A.2,Nominal B.6,Nominal C.1,8,7/13/17,9.528755108,,FALSE,0.870755916,567393,892751,825814,,FALSE,48.96505273,,0.883190627,0.258152954,3
Nominal A.3,Nominal B.2,Nominal C.3,2,12/4/17,6.615313727,Ordinal G.4,TRUE,0.097765308,510769,,831976,,FALSE,3.982217169,,0.838081683,0.458087081,5
Nominal A.5,Nominal B.1,Nominal C.1,8,12/8/20,-9.174370228,,FALSE,,384434,,,,FALSE,41.87722738,Nominal P.6,0.715223216,0.854697691,
Nominal A.1,Nominal B.6,Nominal C.1,7,11/13/23,7.478537175,Ordinal G.6,TRUE,0.920466027,978278,98655,,,,47.68699607,,0.103101605,,5
Nominal A.3,Nominal B.4,Nominal C.1,1,1/20/21,1.578648209,,FALSE,,857535,484565,13864,Ordinal M.1,FALSE,47.89728594,,0.968520675,0.552445604,3
Nominal A.5,Nominal B.6,Nominal C.3,7,1/5/17,4.974866613,Ordinal G.7,FALSE,,856345,326504,43732,Ordinal M.4,,36.3971256,Nominal P.5,0.015897924,,
Nominal A.1,Nominal B.7,Nominal C.3,5,9/11/19,,Ordinal G.5,FALSE,0.207876044,,51343,,,FALSE,14.22543545,Nominal P.4,0.716932818,0.669918984,3
Nominal A.4,Nominal B.5,Nominal C.1,7,7/4/16,,Ordinal G.3,FALSE,0.991570423,164967,,368656,,,,,0.077811959,0.533657568,
Nominal A.4,Nominal B.2,Nominal C.3,2,7/30/23,,Ordinal G.5,FALSE,,44676,,297939,Ordinal M.2,TRUE,25.21960083,Nominal P.3,0.540698794,0.903679298,
Nominal A.2,Nominal B.5,Nominal C.3,2,7/22/18,-5.473003376,Ordinal G.6,TRUE,0.904570997,193262,,87541,,,42.34366487,Nominal P.2,0.210145917,0.933103701,4
Nominal A.1,Nominal B.3,Nominal C.1,2,4/22/17,-1.313804218,Ordinal G.2,FALSE,,241478,325774,822054,Ordinal M.4,TRUE,40.11576066,Nominal P.6,,0.375528052,6
Nominal A.1,Nominal B.3,Nominal C.3,3,6/11/17,-6.854101233,Ordinal G.7,FALSE,0.081649775,,,264631,,TRUE,16.84249009,Nominal P.2,0.721707628,0.397806473,7
Nominal A.1,Nominal B.5,Nominal C.1,6,12/4/20,-7.112380116,Ordinal G.5,FALSE,,259400,348303,970526,,,13.06094686,Nominal P.5,0.693271846,0.760161227,
Nominal A.3,Nominal B.1,Nominal C.1,1,3/14/18,0.942213715,Ordinal G.2,FALSE,0.114285571,194406,226596,,Ordinal M.4,,27.72157453,Nominal P.3,0.238013152,0.772135873,
Nominal A.3,Nominal B.6,Nominal C.3,9,8/15/16,9.476373018,,FALSE,0.205925977,,472063,,,FALSE,34.58467375,,,,0
Nominal A.4,Nominal B.5,Nominal C.1,3,4/4/19,6.478246251,Ordinal G.1,FALSE,,,,854932,Ordinal M.1,FALSE,46.54155133,,0.117877473,0.218787104,
Nominal A.4,Nominal B.6,Nominal C.3,2,7/11/22,3.013107571,Ordinal G.3,FALSE,0.383435521,101444,87051,827138,Ordinal M.2,TRUE,1.219579329,,0.295363556,,7
Nominal A.5,Nominal B.2,Nominal C.1,4,2/14/17,,,TRUE,0.972359687,262373,,194737,,,27.88039383,,,0.318664648,2
Nominal A.4,Nominal B.5,Nominal C.1,6,3/1/20,4.245947296,Ordinal G.8,TRUE,0.633340661,657393,797152,,,TRUE,41.5537465,,0.853900516,0.946537371,
Nominal A.4,Nominal B.2,Nominal C.2,3,7/2/21,,,FALSE,0.697033527,6728,240760,786633,Ordinal M.2,FALSE,,,0.382968444,0.437690616,4
Nominal A.4,Nominal B.5,Nominal C.1,0,7/29/17,,,TRUE,0.842639349,619645,936754,168224,,FALSE,29.15397955,Nominal P.6,0.466935571,0.405682934,
Nominal A.2,Nominal B.2,Nominal C.1,4,11/21/22,6.880327991,Ordinal G.5,TRUE,,390812,935629,774651,Ordinal M.1,,14.99931332,,0.882196279,0.988830125,3
Nominal A.1,Nominal B.7,Nominal C.1,5,6/2/16,-8.537896179,,FALSE,,661547,64263,12869,Ordinal M.4,FALSE,43.80282929,,0.421309443,0.496628387,
Nominal A.5,,Nominal C.1,2,6/9/18,,Ordinal G.7,FALSE,0.162292436,501085,239829,,,,34.44788212,,0.459765157,0.404637197,
Nominal A.1,Nominal B.1,Nominal C.2,6,6/1/21,1.767690617,,FALSE,,964076,,567114,,,33.80058031,Nominal P.5,0.047238762,0.305815149,8
Nominal A.3,Nominal B.2,Nominal C.2,7,12/5/18,-2.466895897,Ordinal G.8,FALSE,0.232405666,966142,718162,478978,Ordinal M.1,,,Nominal P.3,0.495596459,0.413339447,
Nominal A.1,Nominal B.7,Nominal C.3,8,6/28/20,-5.390898561,Ordinal G.6,FALSE,0.460326266,340305,179743,963922,Ordinal M.3,,28.74641638,,0.947358143,0.003326042,4
Nominal A.4,Nominal B.6,Nominal C.1,4,9/22/17,-1.180905374,,FALSE,,906138,142596,916380,Ordinal M.1,TRUE,,,0.799866462,0.730367481,8
Nominal A.3,Nominal B.5,Nominal C.1,5,7/25/16,-4.645612185,Ordinal G.8,TRUE,0.995804064,490868,643895,356860,Ordinal M.1,FALSE,,,0.93647609,0.908157611,
Nominal A.2,Nominal B.4,Nominal C.3,8,12/17/19,7.374278245,Ordinal G.4,FALSE,,323277,,,Ordinal M.1,,9.595264611,,,,
Nominal A.4,Nominal B.1,Nominal C.1,5,10/13/20,,,FALSE,0.954815288,,644203,365449,Ordinal M.1,,43.29521516,Nominal P.1,0.324989512,,7
Nominal A.4,,Nominal C.2,9,5/3/17,-5.287371641,Ordinal G.6,FALSE,,542833,847956,509556,,,,Nominal P.2,0.401152739,0.302356376,
Nominal A.4,Nominal B.5,Nominal C.3,7,9/29/16,9.382935471,Ordinal G.5,FALSE,0.584911151,699117,,473183,,TRUE,22.28903539,Nominal P.1,0.687955841,,
